1435467	1.31	0.08	0.16	1.69	0.04	0.06	0.37664	0.009292799999999999	0.0094336	4.094	0.012	0.019	3.7	1.7	0.8	6264	84	-0.01	0.09	32.517900000000004	3.80047	1.512122491169867	0.05075737208241772	0.727794	8.883
2309595	1.18	0.19	0.22	2.42	0.18	0.21	0.11616	0.010137599999999998	0.008870399999999999	3.737	0.013	0.014	5.5	3.8	1.2	5315	112	-0.2	0.3	78.9903	5.8698500000000005	1.8975737632509382	0.03227286723306283	0.387724	11.425
2450729	1.13	0.11	0.13	1.77	0.06	0.07	0.2852608	0.007743999999999999	0.0076032	3.992	0.018	0.017	5.8	1.9	1.2	6093	152	-0.2	0.3	45.0413	3.3940799999999998	1.6536109168050745	0.03272619163164005	0.181486	10.665
2849125	1.52	0.17	0.19	2.47	0.15	0.14	0.1391104	0.008729599999999999	0.008447999999999999	3.826	0.016	0.016	2.9	1.2	0.8	6421	154	-0.2	0.3	57.196	4.5493	1.757365657487588	0.034543252789049295	0.232534	11.344
2865774	1.3	0.12	0.15	1.8	0.08	0.09	0.3115904	0.022809599999999996	0.022105599999999996	4.036	0.023	0.024	4.3	1.2	1.2	6187	153	-0.2	0.3	46.9363	9.1481	1.6715088510717528	0.08464598508828215	0.329434	11.452
2991448	1.07	0.13	0.13	1.75	0.09	0.09	0.2804736	0.0143616	0.014079999999999999	3.98	0.02	0.017	7.8	2.6	1.9	5749	143	-0.2	0.3	46.572	2.13313	1.6681248887876396	0.01989192193125233	0.16872	10.757
3112889	1.3	0.16	0.15	2.05	0.1	0.1	0.2155648	0.0171776	0.016895999999999998	3.932	0.028	0.027	4.3	1.	1.2	6383	155	-0.2	0.3	41.872	3.24823	1.6219237052958055	0.03369049400440866	0.202851	11.204
3115178	1.14	0.12	0.15	2.97	0.14	0.17	0.0618112	0.0025343999999999996	0.0023935999999999996	3.551	0.01	0.011	6.3	3.9	1.3	5003	112	-0.2	0.3	110.498	2.72653	2.0433544174163836	0.01071618430870851	0.426098	11.522
3241581	0.89	0.16	0.1	1.03	0.06	0.04	1.1451263999999999	0.0325248	0.03168	4.362	0.024	0.018	10.3	4.4	5.6	5779	134	-0.2	0.3	24.1637	5.092499999999999	1.3831634351871525	0.09152756610503812	0.458147	10.207
3329196	1.04	0.13	0.13	2.8	0.14	0.15	0.0667392	0.0026752	0.0025343999999999996	3.56	0.012	0.013	7.5	4.8	2.	5131	125	-0.2	0.3	101.566	4.65665	2.0067483488570823	0.019911755894243918	0.391537	10.425
